tweets,sentiment
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @mandeepkarpall: 1. Najib Razak - convicted criminal
2. Zahid Hamidi 47 pertuduhan

Bab mana yang tak faham BN ini memang parti korup","{'neg': 0.182, 'neu': 0.728, 'pos': 0.089, 'compound': -0.4215}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
@ahmadmaslan Mawih terkenang lagi kata2 mantan pm najib razak..siapa xbayar cukai adalah pengkhianat negara mat...y… https://t.co/AL5aI5qmZA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @AbdMalekHussin: Kes-Kes Mahkamah Najib Razak:

🔴 SRC International: Pecah amanah RM42j
🔴 1MDB: Rasuah RM2.3b
🔴 IPIC: Pecah amanah RM6.6…","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.765}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
"RT @bawangmana: Najib Razak terkejut dengan keputusan kes Johnny Depp yang sudah diputuskan di mahkamah, semalam.

""Bicara apa pendek sanga…","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2263}"
